,Question ID,Participant ID,Description,Answer,Correct Answer,Question Type,Prompt Condition,Answer Index,Correct Answer Index
412,Q597,5ea171c1a8782801263e7540,"Our app collects: names of the user's files and documents.

 Select the user data type that best fits the data collected or shared by your app.",,Files and docs,2,1,,
413,Q597,5ef48ebd234db60612e99516,"Our app collects: names of the user's files and documents.

 Select the user data type that best fits the data collected or shared by your app.",,Files and docs,2,3,,
414,Q598,6081f2ada1056056b09872c1,"Our app collects: the user's calendar event notes.

 Select the user data type that best fits the data collected or shared by your app.",,Calendar,2,2,,
415,Q598,61003e522bc23b7b3f65a8c0,"Our app collects: the user's calendar event notes.

 Select the user data type that best fits the data collected or shared by your app.",,Calendar,2,2,,
416,Q598,5f38c9aa0c68ee3f7c72f7b4,"Our app collects: the user's calendar event notes.

 Select the user data type that best fits the data collected or shared by your app.",,Calendar,2,3,,
417,Q598,60e89af0e29741df45bbef1f,"Our app collects: the user's calendar event notes.

 Select the user data type that best fits the data collected or shared by your app.",,Calendar,2,1,,
418,Q598,5ea171c1a8782801263e7540,"Our app collects: the user's calendar event notes.

 Select the user data type that best fits the data collected or shared by your app.",,Calendar,2,1,,
419,Q598,5ef48ebd234db60612e99516,"Our app collects: the user's calendar event notes.

 Select the user data type that best fits the data collected or shared by your app.",,Calendar,2,3,,
420,Q627,6081f2ada1056056b09872c1,"Our app collects: the user's calendar events.

 Select the user data type that best fits the data collected or shared by your app.",,Calendar,2,2,,
421,Q627,61003e522bc23b7b3f65a8c0,"Our app collects: the user's calendar events.

 Select the user data type that best fits the data collected or shared by your app.",,Calendar,2,2,,
422,Q627,5f38c9aa0c68ee3f7c72f7b4,"Our app collects: the user's calendar events.

 Select the user data type that best fits the data collected or shared by your app.",,Calendar,2,3,,
423,Q627,60e89af0e29741df45bbef1f,"Our app collects: the user's calendar events.

 Select the user data type that best fits the data collected or shared by your app.",,Calendar,2,1,,
424,Q627,5ea171c1a8782801263e7540,"Our app collects: the user's calendar events.

 Select the user data type that best fits the data collected or shared by your app.",,Calendar,2,1,,
425,Q627,5ef48ebd234db60612e99516,"Our app collects: the user's calendar events.

 Select the user data type that best fits the data collected or shared by your app.",,Calendar,2,3,,
426,Q599,6081f2ada1056056b09872c1,"Our app collects: attendees of the user's calendar events.

 Select the user data type that best fits the data collected or shared by your app.",,Calendar,2,2,,
427,Q599,61003e522bc23b7b3f65a8c0,"Our app collects: attendees of the user's calendar events.

 Select the user data type that best fits the data collected or shared by your app.",,Calendar,2,2,,
428,Q599,5f38c9aa0c68ee3f7c72f7b4,"Our app collects: attendees of the user's calendar events.

 Select the user data type that best fits the data collected or shared by your app.",,Calendar,2,3,,
429,Q599,60e89af0e29741df45bbef1f,"Our app collects: attendees of the user's calendar events.

 Select the user data type that best fits the data collected or shared by your app.",Calendar,Calendar,2,1,8,8
430,Q599,5ea171c1a8782801263e7540,"Our app collects: attendees of the user's calendar events.

 Select the user data type that best fits the data collected or shared by your app.",,Calendar,2,1,,
431,Q599,5ef48ebd234db60612e99516,"Our app collects: attendees of the user's calendar events.

 Select the user data type that best fits the data collected or shared by your app.",,Calendar,2,3,,
432,Q600,6081f2ada1056056b09872c1,"Our app collects: names of the user's contacts.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,2,,
433,Q600,61003e522bc23b7b3f65a8c0,"Our app collects: names of the user's contacts.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,2,,
434,Q600,5f38c9aa0c68ee3f7c72f7b4,"Our app collects: names of the user's contacts.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,3,,
435,Q600,60e89af0e29741df45bbef1f,"Our app collects: names of the user's contacts.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,1,,
436,Q600,5ea171c1a8782801263e7540,"Our app collects: names of the user's contacts.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,1,,
437,Q600,5ef48ebd234db60612e99516,"Our app collects: names of the user's contacts.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,3,,
438,Q601,6081f2ada1056056b09872c1,"Our app collects: the user's message history with their contacts.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,2,,
439,Q601,61003e522bc23b7b3f65a8c0,"Our app collects: the user's message history with their contacts.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,2,,
440,Q601,5f38c9aa0c68ee3f7c72f7b4,"Our app collects: the user's message history with their contacts.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,3,,
441,Q601,60e89af0e29741df45bbef1f,"Our app collects: the user's message history with their contacts.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,1,,
442,Q601,5ea171c1a8782801263e7540,"Our app collects: the user's message history with their contacts.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,1,,
443,Q601,5ef48ebd234db60612e99516,"Our app collects: the user's message history with their contacts.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,3,,
444,Q602,6081f2ada1056056b09872c1,"Our app collects: usernames of the user's contacts.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,2,,
445,Q602,61003e522bc23b7b3f65a8c0,"Our app collects: usernames of the user's contacts.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,2,,
446,Q602,5f38c9aa0c68ee3f7c72f7b4,"Our app collects: usernames of the user's contacts.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,3,,
447,Q602,60e89af0e29741df45bbef1f,"Our app collects: usernames of the user's contacts.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,1,,
448,Q602,5ea171c1a8782801263e7540,"Our app collects: usernames of the user's contacts.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,1,,
449,Q602,5ef48ebd234db60612e99516,"Our app collects: usernames of the user's contacts.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,3,,
450,Q603,6081f2ada1056056b09872c1,"Our app collects: information about the user's contact recency.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,2,,
451,Q603,61003e522bc23b7b3f65a8c0,"Our app collects: information about the user's contact recency.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,2,,
452,Q603,5f38c9aa0c68ee3f7c72f7b4,"Our app collects: information about the user's contact recency.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,3,,
453,Q603,60e89af0e29741df45bbef1f,"Our app collects: information about the user's contact recency.

 Select the user data type that best fits the data collected or shared by your app.",Contacts,Contacts,2,1,9,9
454,Q603,5ea171c1a8782801263e7540,"Our app collects: information about the user's contact recency.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,1,,
455,Q603,5ef48ebd234db60612e99516,"Our app collects: information about the user's contact recency.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,3,,
456,Q604,6081f2ada1056056b09872c1,"Our app collects: information related to the user's contact frequency.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,2,,
457,Q604,61003e522bc23b7b3f65a8c0,"Our app collects: information related to the user's contact frequency.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,2,,
458,Q604,5f38c9aa0c68ee3f7c72f7b4,"Our app collects: information related to the user's contact frequency.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,3,,
459,Q604,60e89af0e29741df45bbef1f,"Our app collects: information related to the user's contact frequency.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,1,,
460,Q604,5ea171c1a8782801263e7540,"Our app collects: information related to the user's contact frequency.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,1,,
461,Q604,5ef48ebd234db60612e99516,"Our app collects: information related to the user's contact frequency.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,3,,
462,Q605,6081f2ada1056056b09872c1,"Our app collects: information related to the user's  interaction duration with their contacts.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,2,,
463,Q605,61003e522bc23b7b3f65a8c0,"Our app collects: information related to the user's  interaction duration with their contacts.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,2,,
464,Q605,5f38c9aa0c68ee3f7c72f7b4,"Our app collects: information related to the user's  interaction duration with their contacts.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,3,,
465,Q605,60e89af0e29741df45bbef1f,"Our app collects: information related to the user's  interaction duration with their contacts.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,1,,
466,Q605,5ea171c1a8782801263e7540,"Our app collects: information related to the user's  interaction duration with their contacts.

 Select the user data type that best fits the data collected or shared by your app.",Contacts,Contacts,2,1,9,9
467,Q605,5ef48ebd234db60612e99516,"Our app collects: information related to the user's  interaction duration with their contacts.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,3,,
468,Q606,6081f2ada1056056b09872c1,"Our app collects: the user's call history.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,2,,
469,Q606,61003e522bc23b7b3f65a8c0,"Our app collects: the user's call history.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,2,,
470,Q606,5f38c9aa0c68ee3f7c72f7b4,"Our app collects: the user's call history.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,3,,
471,Q606,60e89af0e29741df45bbef1f,"Our app collects: the user's call history.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,1,,
472,Q606,5ea171c1a8782801263e7540,"Our app collects: the user's call history.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,1,,
473,Q606,5ef48ebd234db60612e99516,"Our app collects: the user's call history.

 Select the user data type that best fits the data collected or shared by your app.",,Contacts,2,3,,
474,Q607,6081f2ada1056056b09872c1,"Our app collects: number of page views by the user in the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,2,,
475,Q607,61003e522bc23b7b3f65a8c0,"Our app collects: number of page views by the user in the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,2,,
476,Q607,5f38c9aa0c68ee3f7c72f7b4,"Our app collects: number of page views by the user in the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,3,,
477,Q607,60e89af0e29741df45bbef1f,"Our app collects: number of page views by the user in the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,1,,
478,Q607,5ea171c1a8782801263e7540,"Our app collects: number of page views by the user in the app.

 Select the user data type that best fits the data collected or shared by your app.",App Activity,App Activity,2,1,10,10
479,Q607,5ef48ebd234db60612e99516,"Our app collects: number of page views by the user in the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,3,,
480,Q608,6081f2ada1056056b09872c1,"Our app collects: coordinates of the user's taps in the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,2,,
481,Q608,61003e522bc23b7b3f65a8c0,"Our app collects: coordinates of the user's taps in the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,2,,
482,Q608,5f38c9aa0c68ee3f7c72f7b4,"Our app collects: coordinates of the user's taps in the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,3,,
483,Q608,60e89af0e29741df45bbef1f,"Our app collects: coordinates of the user's taps in the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,1,,
484,Q608,5ea171c1a8782801263e7540,"Our app collects: coordinates of the user's taps in the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,1,,
485,Q608,5ef48ebd234db60612e99516,"Our app collects: coordinates of the user's taps in the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,3,,
486,Q609,6081f2ada1056056b09872c1,"Our app collects: the user's search history (in-app).

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,2,,
487,Q609,61003e522bc23b7b3f65a8c0,"Our app collects: the user's search history (in-app).

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,2,,
488,Q609,5f38c9aa0c68ee3f7c72f7b4,"Our app collects: the user's search history (in-app).

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,3,,
489,Q609,60e89af0e29741df45bbef1f,"Our app collects: the user's search history (in-app).

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,1,,
490,Q609,5ea171c1a8782801263e7540,"Our app collects: the user's search history (in-app).

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,1,,
491,Q609,5ef48ebd234db60612e99516,"Our app collects: the user's search history (in-app).

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,3,,
492,Q610,6081f2ada1056056b09872c1,"Our app collects: installed apps on user device.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,2,,
493,Q610,61003e522bc23b7b3f65a8c0,"Our app collects: installed apps on user device.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,2,,
494,Q610,5f38c9aa0c68ee3f7c72f7b4,"Our app collects: installed apps on user device.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,3,,
495,Q610,60e89af0e29741df45bbef1f,"Our app collects: installed apps on user device.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,1,,
496,Q610,5ea171c1a8782801263e7540,"Our app collects: installed apps on user device.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,1,,
497,Q610,5ef48ebd234db60612e99516,"Our app collects: installed apps on user device.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,3,,
498,Q611,6081f2ada1056056b09872c1,"Our app collects: in a social media app you have designed, the user's notes.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,2,,
499,Q611,61003e522bc23b7b3f65a8c0,"Our app collects: in a social media app you have designed, the user's notes.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,2,,
500,Q611,5f38c9aa0c68ee3f7c72f7b4,"Our app collects: in a social media app you have designed, the user's notes.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,3,,
501,Q611,60e89af0e29741df45bbef1f,"Our app collects: in a social media app you have designed, the user's notes.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,1,,
502,Q611,5ea171c1a8782801263e7540,"Our app collects: in a social media app you have designed, the user's notes.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,1,,
503,Q611,5ef48ebd234db60612e99516,"Our app collects: in a social media app you have designed, the user's notes.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,3,,
504,Q613,6081f2ada1056056b09872c1,"Our app collects: in a social media app that you have designed, the user's provided personal bio.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,2,,
505,Q613,61003e522bc23b7b3f65a8c0,"Our app collects: in a social media app that you have designed, the user's provided personal bio.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,2,,
506,Q613,5f38c9aa0c68ee3f7c72f7b4,"Our app collects: in a social media app that you have designed, the user's provided personal bio.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,3,,
507,Q613,60e89af0e29741df45bbef1f,"Our app collects: in a social media app that you have designed, the user's provided personal bio.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,1,,
508,Q613,5ea171c1a8782801263e7540,"Our app collects: in a social media app that you have designed, the user's provided personal bio.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,1,,
509,Q613,5ef48ebd234db60612e99516,"Our app collects: in a social media app that you have designed, the user's provided personal bio.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,3,,
510,Q614,6081f2ada1056056b09872c1,"Our app collects: the user's gameplay.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,2,,
511,Q614,61003e522bc23b7b3f65a8c0,"Our app collects: the user's gameplay.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,2,,
512,Q614,5f38c9aa0c68ee3f7c72f7b4,"Our app collects: the user's gameplay.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,3,,
513,Q614,60e89af0e29741df45bbef1f,"Our app collects: the user's gameplay.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,1,,
514,Q614,5ea171c1a8782801263e7540,"Our app collects: the user's gameplay.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,1,,
515,Q614,5ef48ebd234db60612e99516,"Our app collects: the user's gameplay.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,3,,
516,Q866,6081f2ada1056056b09872c1,"Our app collects: the user's selection from in-app dialog options.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,2,,
517,Q866,61003e522bc23b7b3f65a8c0,"Our app collects: the user's selection from in-app dialog options.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,2,,
518,Q866,5f38c9aa0c68ee3f7c72f7b4,"Our app collects: the user's selection from in-app dialog options.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,3,,
519,Q866,60e89af0e29741df45bbef1f,"Our app collects: the user's selection from in-app dialog options.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,1,,
520,Q866,5ea171c1a8782801263e7540,"Our app collects: the user's selection from in-app dialog options.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,1,,
521,Q866,5ef48ebd234db60612e99516,"Our app collects: the user's selection from in-app dialog options.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,3,,
522,Q615,6081f2ada1056056b09872c1,"Our app collects: in a social media app that you have designed, the user's likes.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,2,,
523,Q615,61003e522bc23b7b3f65a8c0,"Our app collects: in a social media app that you have designed, the user's likes.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,2,,
524,Q615,5f38c9aa0c68ee3f7c72f7b4,"Our app collects: in a social media app that you have designed, the user's likes.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,3,,
525,Q615,60e89af0e29741df45bbef1f,"Our app collects: in a social media app that you have designed, the user's likes.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,1,,
526,Q615,5ea171c1a8782801263e7540,"Our app collects: in a social media app that you have designed, the user's likes.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,1,,
527,Q615,5ef48ebd234db60612e99516,"Our app collects: in a social media app that you have designed, the user's likes.

 Select the user data type that best fits the data collected or shared by your app.",,App Activity,2,3,,
528,Q616,6081f2ada1056056b09872c1,"Our app collects: number of times app has crashed.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,2,,
529,Q616,61003e522bc23b7b3f65a8c0,"Our app collects: number of times app has crashed.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,2,,
530,Q616,5f38c9aa0c68ee3f7c72f7b4,"Our app collects: number of times app has crashed.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,3,,
531,Q616,60e89af0e29741df45bbef1f,"Our app collects: number of times app has crashed.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,1,,
532,Q616,5ea171c1a8782801263e7540,"Our app collects: number of times app has crashed.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,1,,
533,Q616,5ef48ebd234db60612e99516,"Our app collects: number of times app has crashed.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,3,,
534,Q617,6081f2ada1056056b09872c1,"Our app collects: stack traces for the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,2,,
535,Q617,61003e522bc23b7b3f65a8c0,"Our app collects: stack traces for the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,2,,
536,Q617,5f38c9aa0c68ee3f7c72f7b4,"Our app collects: stack traces for the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,3,,
537,Q617,60e89af0e29741df45bbef1f,"Our app collects: stack traces for the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,1,,
538,Q617,5ea171c1a8782801263e7540,"Our app collects: stack traces for the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,1,,
539,Q617,5ef48ebd234db60612e99516,"Our app collects: stack traces for the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,3,,
540,Q618,6081f2ada1056056b09872c1,"Our app collects: battery life when app is in use.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,2,,
541,Q618,61003e522bc23b7b3f65a8c0,"Our app collects: battery life when app is in use.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,2,,
542,Q618,5f38c9aa0c68ee3f7c72f7b4,"Our app collects: battery life when app is in use.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,3,,
543,Q618,60e89af0e29741df45bbef1f,"Our app collects: battery life when app is in use.

 Select the user data type that best fits the data collected or shared by your app.",App Information and Performance,App Information and Performance,2,1,12,12
544,Q618,5ea171c1a8782801263e7540,"Our app collects: battery life when app is in use.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,1,,
545,Q618,5ef48ebd234db60612e99516,"Our app collects: battery life when app is in use.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,3,,
546,Q619,6081f2ada1056056b09872c1,"Our app collects: loading time of the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,2,,
547,Q619,61003e522bc23b7b3f65a8c0,"Our app collects: loading time of the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,2,,
548,Q619,5f38c9aa0c68ee3f7c72f7b4,"Our app collects: loading time of the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,3,,
549,Q619,60e89af0e29741df45bbef1f,"Our app collects: loading time of the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,1,,
550,Q619,5ea171c1a8782801263e7540,"Our app collects: loading time of the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,1,,
551,Q619,5ef48ebd234db60612e99516,"Our app collects: loading time of the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,3,,
552,Q620,6081f2ada1056056b09872c1,"Our app collects: the app's framerate.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,2,,
553,Q620,61003e522bc23b7b3f65a8c0,"Our app collects: the app's framerate.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,2,,
554,Q620,5f38c9aa0c68ee3f7c72f7b4,"Our app collects: the app's framerate.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,3,,
555,Q620,60e89af0e29741df45bbef1f,"Our app collects: the app's framerate.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,1,,
556,Q620,5ea171c1a8782801263e7540,"Our app collects: the app's framerate.

 Select the user data type that best fits the data collected or shared by your app.",App Activity,App Information and Performance,2,1,10,12
557,Q620,5ef48ebd234db60612e99516,"Our app collects: the app's framerate.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,3,,
558,Q621,6081f2ada1056056b09872c1,"Our app collects: the latency of the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,2,,
559,Q621,61003e522bc23b7b3f65a8c0,"Our app collects: the latency of the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,2,,
560,Q621,5f38c9aa0c68ee3f7c72f7b4,"Our app collects: the latency of the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,3,,
561,Q621,60e89af0e29741df45bbef1f,"Our app collects: the latency of the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,1,,
562,Q621,5ea171c1a8782801263e7540,"Our app collects: the latency of the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,1,,
563,Q621,5ef48ebd234db60612e99516,"Our app collects: the latency of the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,3,,
564,Q622,6081f2ada1056056b09872c1,"Our app collects: technical diagnostics for the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,2,,
565,Q622,61003e522bc23b7b3f65a8c0,"Our app collects: technical diagnostics for the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,2,,
566,Q622,5f38c9aa0c68ee3f7c72f7b4,"Our app collects: technical diagnostics for the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,3,,
567,Q622,60e89af0e29741df45bbef1f,"Our app collects: technical diagnostics for the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,1,,
568,Q622,5ea171c1a8782801263e7540,"Our app collects: technical diagnostics for the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,1,,
569,Q622,5ef48ebd234db60612e99516,"Our app collects: technical diagnostics for the app.

 Select the user data type that best fits the data collected or shared by your app.",,App Information and Performance,2,3,,
570,Q623,6081f2ada1056056b09872c1,"Our app collects: IMEI number.

 Select the user data type that best fits the data collected or shared by your app.",,Device or Other Identifiers,2,2,,
571,Q623,61003e522bc23b7b3f65a8c0,"Our app collects: IMEI number.

 Select the user data type that best fits the data collected or shared by your app.",,Device or Other Identifiers,2,2,,
572,Q623,5f38c9aa0c68ee3f7c72f7b4,"Our app collects: IMEI number.

 Select the user data type that best fits the data collected or shared by your app.",,Device or Other Identifiers,2,3,,
573,Q623,60e89af0e29741df45bbef1f,"Our app collects: IMEI number.

 Select the user data type that best fits the data collected or shared by your app.",,Device or Other Identifiers,2,1,,
574,Q623,5ea171c1a8782801263e7540,"Our app collects: IMEI number.

 Select the user data type that best fits the data collected or shared by your app.",Location,Device or Other Identifiers,2,1,0,13
575,Q623,5ef48ebd234db60612e99516,"Our app collects: IMEI number.

 Select the user data type that best fits the data collected or shared by your app.",,Device or Other Identifiers,2,3,,
576,Q624,6081f2ada1056056b09872c1,"Our app collects: MAC address.

 Select the user data type that best fits the data collected or shared by your app.",,Device or Other Identifiers,2,2,,
577,Q624,61003e522bc23b7b3f65a8c0,"Our app collects: MAC address.

 Select the user data type that best fits the data collected or shared by your app.",,Device or Other Identifiers,2,2,,
578,Q624,5f38c9aa0c68ee3f7c72f7b4,"Our app collects: MAC address.

 Select the user data type that best fits the data collected or shared by your app.",,Device or Other Identifiers,2,3,,
579,Q624,60e89af0e29741df45bbef1f,"Our app collects: MAC address.

 Select the user data type that best fits the data collected or shared by your app.",,Device or Other Identifiers,2,1,,
580,Q624,5ea171c1a8782801263e7540,"Our app collects: MAC address.

 Select the user data type that best fits the data collected or shared by your app.",,Device or Other Identifiers,2,1,,
581,Q624,5ef48ebd234db60612e99516,"Our app collects: MAC address.

 Select the user data type that best fits the data collected or shared by your app.",,Device or Other Identifiers,2,3,,
582,Q625.1,6081f2ada1056056b09872c1,"Our app collects: Widevine Device ID.

 Select the user data type that best fits the data collected or shared by your app.",,Device or Other Identifiers,2,2,,
583,Q625.1,61003e522bc23b7b3f65a8c0,"Our app collects: Widevine Device ID.

 Select the user data type that best fits the data collected or shared by your app.",,Device or Other Identifiers,2,2,,
584,Q625.1,5f38c9aa0c68ee3f7c72f7b4,"Our app collects: Widevine Device ID.

 Select the user data type that best fits the data collected or shared by your app.",,Device or Other Identifiers,2,3,,
585,Q625.1,60e89af0e29741df45bbef1f,"Our app collects: Widevine Device ID.

 Select the user data type that best fits the data collected or shared by your app.",,Device or Other Identifiers,2,1,,
586,Q625.1,5ea171c1a8782801263e7540,"Our app collects: Widevine Device ID.

 Select the user data type that best fits the data collected or shared by your app.",,Device or Other Identifiers,2,1,,
587,Q625.1,5ef48ebd234db60612e99516,"Our app collects: Widevine Device ID.

 Select the user data type that best fits the data collected or shared by your app.",,Device or Other Identifiers,2,3,,
588,Q626.1,6081f2ada1056056b09872c1,"Our app collects: Firebase installation ID.

 Select the user data type that best fits the data collected or shared by your app.",,Device or Other Identifiers,2,2,,
589,Q626.1,61003e522bc23b7b3f65a8c0,"Our app collects: Firebase installation ID.

 Select the user data type that best fits the data collected or shared by your app.",,Device or Other Identifiers,2,2,,
