,Question ID,Participant ID,Description,Answer,Correct Answer,Question Type,Prompt Condition,Answer Index,Correct Answer Index,Correctness,Order Difference
1937,Q853,5ef48ebd234db60612e99516,"Our app collects: battery life when app is in use.

 Select the user data type that best fits the data collected or shared by your app. 

Data Type Definitions (click to hide)

 

 
  
   Category
   Data type
   Description
  
  
   Location
   Approximate location
   User or device physical location to an area greater than or equal to 3 square kilometers, such as the city a user is in, or location provided by Android’s ACCESS_COARSE_LOCATION permission.
  
  
   Precise location
   User or device physical location within an area less than 3 square kilometers, such as location provided by Android’s ACCESS_FINE_LOCATION permission.
  
  
   Personal info
   Name
   How a user refers to themselves, such as their first or last name, or nickname.
  
  
   Email address
   A user’s email address.
  
  
   User IDs
   Identifiers that relate to an identifiable person. For example, an account ID, account number, or account name. 
  
  
   Address
   A user’s address, such as a mailing or home address.
  
  
   Phone number
   A user’s phone number.
  
  
   Race and ethnicity
   Information about a user’s race or ethnicity.
  
  
   Political or religious beliefs
   Information about a user’s political or religious beliefs.
  
  
   Sexual orientation
   Information about a user’s sexual orientation.
  
  
   Other info
   Any other personal information such as date of birth, gender identity, veteran status, etc.
  
  
   Financial Info
   User payment info
   Information about a user’s financial accounts such as credit card number.
  
  
   Purchase history
   Information about purchases or transactions a user has made.
  
  
   Credit score
   Information about a user’s credit score.
  
  
   Other financial info
   Any other financial information such as user salary or debts.
  
  
   Health and fitness
   Health info
   Information about a user's health, such as medical records or symptoms.
  
  
   Fitness info
   Information about a user's fitness, such as exercise or other physical activity.
  
  
   Messages
   Emails
   A user’s emails including the email subject line, sender, recipients, and the content of the email.
  
  
   SMS or MMS
   A user’s text messages including the sender, recipients, and the content of the message.
  
  
   Other in-app messages
   Any other types of messages. For example, instant messages or chat content.
  
  
   Photos and videos
   Photos
   A user’s photos.
  
  
   Videos 
   A user’s videos.
  
  
   Audio files
   Voice or sound recordings
   A user’s voice such as a voicemail or a sound recording.
  
  
   Music files
   A user’s music files.
  
  
   Other audio files
   Any other user-created or user-provided audio files.
  
  
   Files and docs
   Files and docs
   A user’s files or documents, or information about their files or documents such as file names.
  
  
   Calendar
   Calendar events
   Information from a user’s calendar such as events, event notes, and attendees.
  
  
   Contacts
   Contacts
   Information about the user’s contacts such as contact names, message history, and social graph information like usernames, contact recency, contact frequency, interaction duration and call history.
  
  
   App activity
   App interactions
   Information about how a user interacts with the app. For example, the number of times they visit a page or sections they tap on.
  
  
   In-app search history
   Information about what a user has searched for in your app.
  
  
   Installed apps
   Information about the apps installed on a user's device.
  
  
   Other user-generated content
   Any other user-generated content not listed here, or in any other section. For example, user bios, notes, or open-ended responses.
  
  
   Other actions
   Any other user activity or actions in-app not listed here such as gameplay, likes, and dialog options.
  
  
   Web browsing
   Web browsing history
   Information about the websites a user has visited.
  
  
   App info and performance
   Crash logs
   Crash log data from your app. For example, the number of times your app has crashed, stack traces, or other information directly related to a crash.
  
  
   Diagnostics
   Information about the performance of your app. For example battery life, loading time, latency, framerate, or any technical diagnostics.
  
  
   Other app performance data
   Any other app performance data not listed here.
  
  
   Device or other IDs
   Device or other IDs
   Identifiers that relate to an individual device, browser or app. For example, an IMEI number, MAC address, Widevine Device ID, Firebase installation ID, or advertising identifier.",Device or Other Identifiers,App Information and Performance,2,3,13,12,0,1
1946,Q855,5f38c9aa0c68ee3f7c72f7b4,"Our app collects: the app's framerate.

 Select the user data type that best fits the data collected or shared by your app. 

Data Type Definitions (click to hide)

 

 
  
   Category
   Data type
   Description
  
  
   Location
   Approximate location
   User or device physical location to an area greater than or equal to 3 square kilometers, such as the city a user is in, or location provided by Android’s ACCESS_COARSE_LOCATION permission.
  
  
   Precise location
   User or device physical location within an area less than 3 square kilometers, such as location provided by Android’s ACCESS_FINE_LOCATION permission.
  
  
   Personal info
   Name
   How a user refers to themselves, such as their first or last name, or nickname.
  
  
   Email address
   A user’s email address.
  
  
   User IDs
   Identifiers that relate to an identifiable person. For example, an account ID, account number, or account name. 
  
  
   Address
   A user’s address, such as a mailing or home address.
  
  
   Phone number
   A user’s phone number.
  
  
   Race and ethnicity
   Information about a user’s race or ethnicity.
  
  
   Political or religious beliefs
   Information about a user’s political or religious beliefs.
  
  
   Sexual orientation
   Information about a user’s sexual orientation.
  
  
   Other info
   Any other personal information such as date of birth, gender identity, veteran status, etc.
  
  
   Financial Info
   User payment info
   Information about a user’s financial accounts such as credit card number.
  
  
   Purchase history
   Information about purchases or transactions a user has made.
  
  
   Credit score
   Information about a user’s credit score.
  
  
   Other financial info
   Any other financial information such as user salary or debts.
  
  
   Health and fitness
   Health info
   Information about a user's health, such as medical records or symptoms.
  
  
   Fitness info
   Information about a user's fitness, such as exercise or other physical activity.
  
  
   Messages
   Emails
   A user’s emails including the email subject line, sender, recipients, and the content of the email.
  
  
   SMS or MMS
   A user’s text messages including the sender, recipients, and the content of the message.
  
  
   Other in-app messages
   Any other types of messages. For example, instant messages or chat content.
  
  
   Photos and videos
   Photos
   A user’s photos.
  
  
   Videos 
   A user’s videos.
  
  
   Audio files
   Voice or sound recordings
   A user’s voice such as a voicemail or a sound recording.
  
  
   Music files
   A user’s music files.
  
  
   Other audio files
   Any other user-created or user-provided audio files.
  
  
   Files and docs
   Files and docs
   A user’s files or documents, or information about their files or documents such as file names.
  
  
   Calendar
   Calendar events
   Information from a user’s calendar such as events, event notes, and attendees.
  
  
   Contacts
   Contacts
   Information about the user’s contacts such as contact names, message history, and social graph information like usernames, contact recency, contact frequency, interaction duration and call history.
  
  
   App activity
   App interactions
   Information about how a user interacts with the app. For example, the number of times they visit a page or sections they tap on.
  
  
   In-app search history
   Information about what a user has searched for in your app.
  
  
   Installed apps
   Information about the apps installed on a user's device.
  
  
   Other user-generated content
   Any other user-generated content not listed here, or in any other section. For example, user bios, notes, or open-ended responses.
  
  
   Other actions
   Any other user activity or actions in-app not listed here such as gameplay, likes, and dialog options.
  
  
   Web browsing
   Web browsing history
   Information about the websites a user has visited.
  
  
   App info and performance
   Crash logs
   Crash log data from your app. For example, the number of times your app has crashed, stack traces, or other information directly related to a crash.
  
  
   Diagnostics
   Information about the performance of your app. For example battery life, loading time, latency, framerate, or any technical diagnostics.
  
  
   Other app performance data
   Any other app performance data not listed here.
  
  
   Device or other IDs
   Device or other IDs
   Identifiers that relate to an individual device, browser or app. For example, an IMEI number, MAC address, Widevine Device ID, Firebase installation ID, or advertising identifier.",App Activity,App Information and Performance,2,3,10,12,0,-1
1970,Q859,5f38c9aa0c68ee3f7c72f7b4,"Our app collects: MAC address.

 Select the user data type that best fits the data collected or shared by your app. 

Data Type Definitions (click to hide)

 

 
  
   Category
   Data type
   Description
  
  
   Location
   Approximate location
   User or device physical location to an area greater than or equal to 3 square kilometers, such as the city a user is in, or location provided by Android’s ACCESS_COARSE_LOCATION permission.
  
  
   Precise location
   User or device physical location within an area less than 3 square kilometers, such as location provided by Android’s ACCESS_FINE_LOCATION permission.
  
  
   Personal info
   Name
   How a user refers to themselves, such as their first or last name, or nickname.
  
  
   Email address
   A user’s email address.
  
  
   User IDs
   Identifiers that relate to an identifiable person. For example, an account ID, account number, or account name. 
  
  
   Address
   A user’s address, such as a mailing or home address.
  
  
   Phone number
   A user’s phone number.
  
  
   Race and ethnicity
   Information about a user’s race or ethnicity.
  
  
   Political or religious beliefs
   Information about a user’s political or religious beliefs.
  
  
   Sexual orientation
   Information about a user’s sexual orientation.
  
  
   Other info
   Any other personal information such as date of birth, gender identity, veteran status, etc.
  
  
   Financial Info
   User payment info
   Information about a user’s financial accounts such as credit card number.
  
  
   Purchase history
   Information about purchases or transactions a user has made.
  
  
   Credit score
   Information about a user’s credit score.
  
  
   Other financial info
   Any other financial information such as user salary or debts.
  
  
   Health and fitness
   Health info
   Information about a user's health, such as medical records or symptoms.
  
  
   Fitness info
   Information about a user's fitness, such as exercise or other physical activity.
  
  
   Messages
   Emails
   A user’s emails including the email subject line, sender, recipients, and the content of the email.
  
  
   SMS or MMS
   A user’s text messages including the sender, recipients, and the content of the message.
  
  
   Other in-app messages
   Any other types of messages. For example, instant messages or chat content.
  
  
   Photos and videos
   Photos
   A user’s photos.
  
  
   Videos 
   A user’s videos.
  
  
   Audio files
   Voice or sound recordings
   A user’s voice such as a voicemail or a sound recording.
  
  
   Music files
   A user’s music files.
  
  
   Other audio files
   Any other user-created or user-provided audio files.
  
  
   Files and docs
   Files and docs
   A user’s files or documents, or information about their files or documents such as file names.
  
  
   Calendar
   Calendar events
   Information from a user’s calendar such as events, event notes, and attendees.
  
  
   Contacts
   Contacts
   Information about the user’s contacts such as contact names, message history, and social graph information like usernames, contact recency, contact frequency, interaction duration and call history.
  
  
   App activity
   App interactions
   Information about how a user interacts with the app. For example, the number of times they visit a page or sections they tap on.
  
  
   In-app search history
   Information about what a user has searched for in your app.
  
  
   Installed apps
   Information about the apps installed on a user's device.
  
  
   Other user-generated content
   Any other user-generated content not listed here, or in any other section. For example, user bios, notes, or open-ended responses.
  
  
   Other actions
   Any other user activity or actions in-app not listed here such as gameplay, likes, and dialog options.
  
  
   Web browsing
   Web browsing history
   Information about the websites a user has visited.
  
  
   App info and performance
   Crash logs
   Crash log data from your app. For example, the number of times your app has crashed, stack traces, or other information directly related to a crash.
  
  
   Diagnostics
   Information about the performance of your app. For example battery life, loading time, latency, framerate, or any technical diagnostics.
  
  
   Other app performance data
   Any other app performance data not listed here.
  
  
   Device or other IDs
   Device or other IDs
   Identifiers that relate to an individual device, browser or app. For example, an IMEI number, MAC address, Widevine Device ID, Firebase installation ID, or advertising identifier.",Device or Other Identifiers,Device or Other Identifiers,2,3,13,13,1,0
1976,Q860,5f38c9aa0c68ee3f7c72f7b4,"Our app collects: Widevine Device ID.

 Select the user data type that best fits the data collected or shared by your app. 

Data Type Definitions (click to hide)

 

 
  
   Category
   Data type
   Description
  
  
   Location
   Approximate location
   User or device physical location to an area greater than or equal to 3 square kilometers, such as the city a user is in, or location provided by Android’s ACCESS_COARSE_LOCATION permission.
  
  
   Precise location
   User or device physical location within an area less than 3 square kilometers, such as location provided by Android’s ACCESS_FINE_LOCATION permission.
  
  
   Personal info
   Name
   How a user refers to themselves, such as their first or last name, or nickname.
  
  
   Email address
   A user’s email address.
  
  
   User IDs
   Identifiers that relate to an identifiable person. For example, an account ID, account number, or account name. 
  
  
   Address
   A user’s address, such as a mailing or home address.
  
  
   Phone number
   A user’s phone number.
  
  
   Race and ethnicity
   Information about a user’s race or ethnicity.
  
  
   Political or religious beliefs
   Information about a user’s political or religious beliefs.
  
  
   Sexual orientation
   Information about a user’s sexual orientation.
  
  
   Other info
   Any other personal information such as date of birth, gender identity, veteran status, etc.
  
  
   Financial Info
   User payment info
   Information about a user’s financial accounts such as credit card number.
  
  
   Purchase history
   Information about purchases or transactions a user has made.
  
  
   Credit score
   Information about a user’s credit score.
  
  
   Other financial info
   Any other financial information such as user salary or debts.
  
  
   Health and fitness
   Health info
   Information about a user's health, such as medical records or symptoms.
  
  
   Fitness info
   Information about a user's fitness, such as exercise or other physical activity.
  
  
   Messages
   Emails
   A user’s emails including the email subject line, sender, recipients, and the content of the email.
  
  
   SMS or MMS
   A user’s text messages including the sender, recipients, and the content of the message.
  
  
   Other in-app messages
   Any other types of messages. For example, instant messages or chat content.
  
  
   Photos and videos
   Photos
   A user’s photos.
  
  
   Videos 
   A user’s videos.
  
  
   Audio files
   Voice or sound recordings
   A user’s voice such as a voicemail or a sound recording.
  
  
   Music files
   A user’s music files.
  
  
   Other audio files
   Any other user-created or user-provided audio files.
  
  
   Files and docs
   Files and docs
   A user’s files or documents, or information about their files or documents such as file names.
  
  
   Calendar
   Calendar events
   Information from a user’s calendar such as events, event notes, and attendees.
  
  
   Contacts
   Contacts
   Information about the user’s contacts such as contact names, message history, and social graph information like usernames, contact recency, contact frequency, interaction duration and call history.
  
  
   App activity
   App interactions
   Information about how a user interacts with the app. For example, the number of times they visit a page or sections they tap on.
  
  
   In-app search history
   Information about what a user has searched for in your app.
  
  
   Installed apps
   Information about the apps installed on a user's device.
  
  
   Other user-generated content
   Any other user-generated content not listed here, or in any other section. For example, user bios, notes, or open-ended responses.
  
  
   Other actions
   Any other user activity or actions in-app not listed here such as gameplay, likes, and dialog options.
  
  
   Web browsing
   Web browsing history
   Information about the websites a user has visited.
  
  
   App info and performance
   Crash logs
   Crash log data from your app. For example, the number of times your app has crashed, stack traces, or other information directly related to a crash.
  
  
   Diagnostics
   Information about the performance of your app. For example battery life, loading time, latency, framerate, or any technical diagnostics.
  
  
   Other app performance data
   Any other app performance data not listed here.
  
  
   Device or other IDs
   Device or other IDs
   Identifiers that relate to an individual device, browser or app. For example, an IMEI number, MAC address, Widevine Device ID, Firebase installation ID, or advertising identifier.",Device or Other Identifiers,Device or Other Identifiers,2,3,13,13,1,0
2006,Q944,5f38c9aa0c68ee3f7c72f7b4,"This is an attention check. Please go ahead and select the option that begins with ""P"".",Personalization,Personalization,3,3,5,5,1,0
2009,Q944,5ef48ebd234db60612e99516,"This is an attention check. Please go ahead and select the option that begins with ""P"".",Personalization,Personalization,3,3,5,5,1,0
2012,Q955,5f38c9aa0c68ee3f7c72f7b4,"Data usage scenario: Our map app utilizes the user's location data to get real-time traffic updates.



Why is this user data collected? Choose the most precise answer.Data Purpose Definitions (click to hide)

 

	
		
			Data purpose
			Description
			Example
		
		
			App functionality
			Used for features that are available in the app
			For example to enable app features, or authenticate users.
		
		
			Analytics
			
			Used to collect data about how users use the app or how it performs
			
			For example, to see how many users are using a particular feature, to monitor app health, to diagnose and fix bugs or crashes, or to make future performance improvements.
		
		
			Developer communications
			Used to send news or notifications about the app or the developer.
			For example, sending a push notification to inform users about an important security update, or informing users about new features of the app.
		
		
			Advertising or marketing
			Used to display or target ads or marketing communications, or measuring ad performance
			For example, displaying ads in your app, sending push notifications to promote other products or services, or sharing data with advertising partners.
		
		
			Fraud prevention, security, and compliance
			
			Used for fraud prevention, security, or compliance with laws.
			
			
			For example, monitoring failed login attempts to identify possible fraudulent activity.
			
		
		
			Personalization
			Used to customize your app, such as showing recommended content or suggestions.
			
			For example, suggesting playlists based on the user's listening habits or delivering local news based on the user’s location.
			
		
		
			Account management
			Used for the setup or management of a user’s account with the developer.
			For example, to enable users to create accounts or add information to an account the developer provides for use across its services, log in to your app, or verify their credentials.",Personalization,App functionality,3,3,5,0,0,1
2015,Q955,5ef48ebd234db60612e99516,"Data usage scenario: Our map app utilizes the user's location data to get real-time traffic updates.



Why is this user data collected? Choose the most precise answer.Data Purpose Definitions (click to hide)

 

	
		
			Data purpose
			Description
			Example
		
		
			App functionality
			Used for features that are available in the app
			For example to enable app features, or authenticate users.
		
		
			Analytics
			
			Used to collect data about how users use the app or how it performs
			
			For example, to see how many users are using a particular feature, to monitor app health, to diagnose and fix bugs or crashes, or to make future performance improvements.
		
		
			Developer communications
			Used to send news or notifications about the app or the developer.
			For example, sending a push notification to inform users about an important security update, or informing users about new features of the app.
		
		
			Advertising or marketing
			Used to display or target ads or marketing communications, or measuring ad performance
			For example, displaying ads in your app, sending push notifications to promote other products or services, or sharing data with advertising partners.
		
		
			Fraud prevention, security, and compliance
			
			Used for fraud prevention, security, or compliance with laws.
			
			
			For example, monitoring failed login attempts to identify possible fraudulent activity.
			
		
		
			Personalization
			Used to customize your app, such as showing recommended content or suggestions.
			
			For example, suggesting playlists based on the user's listening habits or delivering local news based on the user’s location.
			
		
		
			Account management
			Used for the setup or management of a user’s account with the developer.
			For example, to enable users to create accounts or add information to an account the developer provides for use across its services, log in to your app, or verify their credentials.",Personalization,App functionality,3,3,5,0,0,1
2018,Q1036,5f38c9aa0c68ee3f7c72f7b4,"Data usage scenario: Our app collects the user's email address for log-in purposes.



Why is this user data collected? Choose the most precise answer.Data Purpose Definitions (click to hide)

 

	
		
			Data purpose
			Description
			Example
		
		
			App functionality
			Used for features that are available in the app
			For example to enable app features, or authenticate users.
		
		
			Analytics
			
			Used to collect data about how users use the app or how it performs
			
			For example, to see how many users are using a particular feature, to monitor app health, to diagnose and fix bugs or crashes, or to make future performance improvements.
		
		
			Developer communications
			Used to send news or notifications about the app or the developer.
			For example, sending a push notification to inform users about an important security update, or informing users about new features of the app.
		
		
			Advertising or marketing
			Used to display or target ads or marketing communications, or measuring ad performance
			For example, displaying ads in your app, sending push notifications to promote other products or services, or sharing data with advertising partners.
		
		
			Fraud prevention, security, and compliance
			
			Used for fraud prevention, security, or compliance with laws.
			
			
			For example, monitoring failed login attempts to identify possible fraudulent activity.
			
		
		
			Personalization
			Used to customize your app, such as showing recommended content or suggestions.
			
			For example, suggesting playlists based on the user's listening habits or delivering local news based on the user’s location.
			
		
		
			Account management
			Used for the setup or management of a user’s account with the developer.
			For example, to enable users to create accounts or add information to an account the developer provides for use across its services, log in to your app, or verify their credentials.",App functionality,App functionality,3,3,0,0,1,0
2021,Q1036,5ef48ebd234db60612e99516,"Data usage scenario: Our app collects the user's email address for log-in purposes.



Why is this user data collected? Choose the most precise answer.Data Purpose Definitions (click to hide)

 

	
		
			Data purpose
			Description
			Example
		
		
			App functionality
			Used for features that are available in the app
			For example to enable app features, or authenticate users.
		
		
			Analytics
			
			Used to collect data about how users use the app or how it performs
			
			For example, to see how many users are using a particular feature, to monitor app health, to diagnose and fix bugs or crashes, or to make future performance improvements.
		
		
			Developer communications
			Used to send news or notifications about the app or the developer.
			For example, sending a push notification to inform users about an important security update, or informing users about new features of the app.
		
		
			Advertising or marketing
			Used to display or target ads or marketing communications, or measuring ad performance
			For example, displaying ads in your app, sending push notifications to promote other products or services, or sharing data with advertising partners.
		
		
			Fraud prevention, security, and compliance
			
			Used for fraud prevention, security, or compliance with laws.
			
			
			For example, monitoring failed login attempts to identify possible fraudulent activity.
			
		
		
			Personalization
			Used to customize your app, such as showing recommended content or suggestions.
			
			For example, suggesting playlists based on the user's listening habits or delivering local news based on the user’s location.
			
		
		
			Account management
			Used for the setup or management of a user’s account with the developer.
			For example, to enable users to create accounts or add information to an account the developer provides for use across its services, log in to your app, or verify their credentials.",App functionality,App functionality,3,3,0,0,1,0
2024,Q1037,5f38c9aa0c68ee3f7c72f7b4,"Data usage scenario: Our app collects information required to discern how many users utilized the real-time weather forecasting feature of the app.



Why is this user data collected? Choose the most precise answer.Data Purpose Definitions (click to hide)

 

	
		
			Data purpose
			Description
			Example
		
		
			App functionality
			Used for features that are available in the app
			For example to enable app features, or authenticate users.
		
		
			Analytics
			
			Used to collect data about how users use the app or how it performs
			
			For example, to see how many users are using a particular feature, to monitor app health, to diagnose and fix bugs or crashes, or to make future performance improvements.
		
		
			Developer communications
			Used to send news or notifications about the app or the developer.
			For example, sending a push notification to inform users about an important security update, or informing users about new features of the app.
		
		
			Advertising or marketing
			Used to display or target ads or marketing communications, or measuring ad performance
			For example, displaying ads in your app, sending push notifications to promote other products or services, or sharing data with advertising partners.
		
		
			Fraud prevention, security, and compliance
			
			Used for fraud prevention, security, or compliance with laws.
			
			
			For example, monitoring failed login attempts to identify possible fraudulent activity.
			
		
		
			Personalization
			Used to customize your app, such as showing recommended content or suggestions.
			
			For example, suggesting playlists based on the user's listening habits or delivering local news based on the user’s location.
			
		
		
			Account management
			Used for the setup or management of a user’s account with the developer.
			For example, to enable users to create accounts or add information to an account the developer provides for use across its services, log in to your app, or verify their credentials.",Personalization,Analytics,3,3,5,1,0,1
2027,Q1037,5ef48ebd234db60612e99516,"Data usage scenario: Our app collects information required to discern how many users utilized the real-time weather forecasting feature of the app.



Why is this user data collected? Choose the most precise answer.Data Purpose Definitions (click to hide)

 

	
		
			Data purpose
			Description
			Example
		
		
			App functionality
			Used for features that are available in the app
			For example to enable app features, or authenticate users.
		
		
			Analytics
			
			Used to collect data about how users use the app or how it performs
			
			For example, to see how many users are using a particular feature, to monitor app health, to diagnose and fix bugs or crashes, or to make future performance improvements.
		
		
			Developer communications
			Used to send news or notifications about the app or the developer.
			For example, sending a push notification to inform users about an important security update, or informing users about new features of the app.
		
		
			Advertising or marketing
			Used to display or target ads or marketing communications, or measuring ad performance
			For example, displaying ads in your app, sending push notifications to promote other products or services, or sharing data with advertising partners.
		
		
			Fraud prevention, security, and compliance
			
			Used for fraud prevention, security, or compliance with laws.
			
			
			For example, monitoring failed login attempts to identify possible fraudulent activity.
			
		
		
			Personalization
			Used to customize your app, such as showing recommended content or suggestions.
			
			For example, suggesting playlists based on the user's listening habits or delivering local news based on the user’s location.
			
		
		
			Account management
			Used for the setup or management of a user’s account with the developer.
			For example, to enable users to create accounts or add information to an account the developer provides for use across its services, log in to your app, or verify their credentials.",Analytics,Analytics,3,3,1,1,1,0
2030,Q1038,5f38c9aa0c68ee3f7c72f7b4,"Data usage scenario: Our app collects data in order to monitor how often the app crashes and what events trigger crashes.



Why is this user data collected? Choose the most precise answer.Data Purpose Definitions (click to hide)

 

	
		
			Data purpose
			Description
			Example
		
		
			App functionality
			Used for features that are available in the app
			For example to enable app features, or authenticate users.
		
		
			Analytics
			
			Used to collect data about how users use the app or how it performs
			
			For example, to see how many users are using a particular feature, to monitor app health, to diagnose and fix bugs or crashes, or to make future performance improvements.
		
		
			Developer communications
			Used to send news or notifications about the app or the developer.
			For example, sending a push notification to inform users about an important security update, or informing users about new features of the app.
		
		
			Advertising or marketing
			Used to display or target ads or marketing communications, or measuring ad performance
			For example, displaying ads in your app, sending push notifications to promote other products or services, or sharing data with advertising partners.
		
		
			Fraud prevention, security, and compliance
			
			Used for fraud prevention, security, or compliance with laws.
			
			
			For example, monitoring failed login attempts to identify possible fraudulent activity.
			
		
		
			Personalization
			Used to customize your app, such as showing recommended content or suggestions.
			
			For example, suggesting playlists based on the user's listening habits or delivering local news based on the user’s location.
			
		
		
			Account management
			Used for the setup or management of a user’s account with the developer.
			For example, to enable users to create accounts or add information to an account the developer provides for use across its services, log in to your app, or verify their credentials.",Analytics,Analytics,3,3,1,1,1,0
2033,Q1038,5ef48ebd234db60612e99516,"Data usage scenario: Our app collects data in order to monitor how often the app crashes and what events trigger crashes.



Why is this user data collected? Choose the most precise answer.Data Purpose Definitions (click to hide)

 

	
		
			Data purpose
			Description
			Example
		
		
			App functionality
			Used for features that are available in the app
			For example to enable app features, or authenticate users.
		
		
			Analytics
			
			Used to collect data about how users use the app or how it performs
			
			For example, to see how many users are using a particular feature, to monitor app health, to diagnose and fix bugs or crashes, or to make future performance improvements.
		
		
			Developer communications
			Used to send news or notifications about the app or the developer.
			For example, sending a push notification to inform users about an important security update, or informing users about new features of the app.
		
		
			Advertising or marketing
			Used to display or target ads or marketing communications, or measuring ad performance
			For example, displaying ads in your app, sending push notifications to promote other products or services, or sharing data with advertising partners.
		
		
			Fraud prevention, security, and compliance
			
			Used for fraud prevention, security, or compliance with laws.
			
			
			For example, monitoring failed login attempts to identify possible fraudulent activity.
			
		
		
			Personalization
			Used to customize your app, such as showing recommended content or suggestions.
			
			For example, suggesting playlists based on the user's listening habits or delivering local news based on the user’s location.
			
		
		
			Account management
			Used for the setup or management of a user’s account with the developer.
			For example, to enable users to create accounts or add information to an account the developer provides for use across its services, log in to your app, or verify their credentials.",Analytics,Analytics,3,3,1,1,1,0
2036,Q1039,5f38c9aa0c68ee3f7c72f7b4,"Data usage scenario: Our app collects and utilizes user email addresses in order to send announcements about new app features.



Why is this user data collected? Choose the most precise answer.Data Purpose Definitions (click to hide)

 

	
		
			Data purpose
			Description
			Example
		
		
			App functionality
			Used for features that are available in the app
			For example to enable app features, or authenticate users.
		
		
			Analytics
			
			Used to collect data about how users use the app or how it performs
			
			For example, to see how many users are using a particular feature, to monitor app health, to diagnose and fix bugs or crashes, or to make future performance improvements.
		
		
			Developer communications
			Used to send news or notifications about the app or the developer.
			For example, sending a push notification to inform users about an important security update, or informing users about new features of the app.
		
		
			Advertising or marketing
			Used to display or target ads or marketing communications, or measuring ad performance
			For example, displaying ads in your app, sending push notifications to promote other products or services, or sharing data with advertising partners.
		
		
			Fraud prevention, security, and compliance
			
			Used for fraud prevention, security, or compliance with laws.
			
			
			For example, monitoring failed login attempts to identify possible fraudulent activity.
			
		
		
			Personalization
			Used to customize your app, such as showing recommended content or suggestions.
			
			For example, suggesting playlists based on the user's listening habits or delivering local news based on the user’s location.
			
		
		
			Account management
			Used for the setup or management of a user’s account with the developer.
			For example, to enable users to create accounts or add information to an account the developer provides for use across its services, log in to your app, or verify their credentials.",Advertising or marketing,Developer communications,3,3,3,2,0,1
2039,Q1039,5ef48ebd234db60612e99516,"Data usage scenario: Our app collects and utilizes user email addresses in order to send announcements about new app features.



Why is this user data collected? Choose the most precise answer.Data Purpose Definitions (click to hide)

 

	
		
			Data purpose
			Description
			Example
		
		
			App functionality
			Used for features that are available in the app
			For example to enable app features, or authenticate users.
		
		
			Analytics
			
			Used to collect data about how users use the app or how it performs
			
			For example, to see how many users are using a particular feature, to monitor app health, to diagnose and fix bugs or crashes, or to make future performance improvements.
		
		
			Developer communications
			Used to send news or notifications about the app or the developer.
			For example, sending a push notification to inform users about an important security update, or informing users about new features of the app.
		
		
			Advertising or marketing
			Used to display or target ads or marketing communications, or measuring ad performance
			For example, displaying ads in your app, sending push notifications to promote other products or services, or sharing data with advertising partners.
		
		
			Fraud prevention, security, and compliance
			
			Used for fraud prevention, security, or compliance with laws.
			
			
			For example, monitoring failed login attempts to identify possible fraudulent activity.
			
		
		
			Personalization
			Used to customize your app, such as showing recommended content or suggestions.
			
			For example, suggesting playlists based on the user's listening habits or delivering local news based on the user’s location.
			
		
		
			Account management
			Used for the setup or management of a user’s account with the developer.
			For example, to enable users to create accounts or add information to an account the developer provides for use across its services, log in to your app, or verify their credentials.",Developer communications,Developer communications,3,3,2,2,1,0
2042,Q1040,5f38c9aa0c68ee3f7c72f7b4,"Data usage scenario: Our app collects user contact information to inform users about security patches.



Why is this user data collected? Choose the most precise answer.Data Purpose Definitions (click to hide)

 

	
		
			Data purpose
			Description
			Example
		
		
			App functionality
			Used for features that are available in the app
			For example to enable app features, or authenticate users.
		
		
			Analytics
			
			Used to collect data about how users use the app or how it performs
			
			For example, to see how many users are using a particular feature, to monitor app health, to diagnose and fix bugs or crashes, or to make future performance improvements.
		
		
			Developer communications
			Used to send news or notifications about the app or the developer.
			For example, sending a push notification to inform users about an important security update, or informing users about new features of the app.
		
		
			Advertising or marketing
			Used to display or target ads or marketing communications, or measuring ad performance
			For example, displaying ads in your app, sending push notifications to promote other products or services, or sharing data with advertising partners.
		
		
			Fraud prevention, security, and compliance
			
			Used for fraud prevention, security, or compliance with laws.
			
			
			For example, monitoring failed login attempts to identify possible fraudulent activity.
			
		
		
			Personalization
			Used to customize your app, such as showing recommended content or suggestions.
			
			For example, suggesting playlists based on the user's listening habits or delivering local news based on the user’s location.
			
		
		
			Account management
			Used for the setup or management of a user’s account with the developer.
			For example, to enable users to create accounts or add information to an account the developer provides for use across its services, log in to your app, or verify their credentials.","Fraud prevention, security, and compliance",Developer communications,3,3,4,2,0,1
